timestamp,page_url,user_id,traffic_source,session_id,event_type
3/11/2024 10:08,/contact,user184,search,session086,click
3/11/2024 10:10,/,user185,direct,session087,page_view
3/11/2024 10:15,/,user186,social,session088,page_view
3/11/2024 10:17,/blog,user186,social,session088,page_view
3/11/2024 10:20,/,user187,search,session089,page_view
3/11/2024 10:22,/products,user187,search,session089,page_view
3/11/2024 10:25,/products/electronics,user187,search,session089,page_view
3/11/2024 10:27,/products/electronics/phones,user187,search,session089,page_view
3/11/2024 10:30,/,user188,referral,session090,page_view
3/11/2024 10:35,/,user189,email,session091,page_view
3/11/2024 10:36,/special-offer,user189,email,session091,page_view
3/11/2024 10:38,/special-offer,user189,email,session091,click
3/11/2024 10:40,/cart,user189,email,session091,page_view
3/11/2024 10:42,/checkout,user189,email,session091,page_view
3/11/2024 10:45,/thank-you,user189,email,session091,page_view
3/11/2024 10:50,/,user190,search,session092,page_view
3/11/2024 10:55,/,user191,direct,session093,page_view
3/11/2024 10:57,/products,user191,direct,session093,page_view
3/11/2024 11:00,/,user192,social,session094,page_view
3/11/2024 11:02,/blog,user192,social,session094,page_view
3/11/2024 11:05,/,user193,search,session095,page_view
3/11/2024 11:07,/faq,user193,search,session095,page_view
3/11/2024 11:10,/,user194,direct,session096,page_view
3/11/2024 11:15,/,user195,social,session097,page_view
3/11/2024 11:17,/blog,user195,social,session097,page_view
3/11/2024 11:20,/blog/tech-news,user195,social,session097,page_view
3/11/2024 11:25,/,user196,search,session098,page_view
3/11/2024 11:27,/products,user196,search,session098,page_view
3/11/2024 11:30,/products/clothing,user196,search,session098,page_view
3/11/2024 11:32,/products/clothing/shoes,user196,search,session098,page_view
3/11/2024 11:35,/products/clothing/shoes/sneakers,user196,search,session098,page_view
3/11/2024 11:36,/products/clothing/shoes/sneakers,user196,search,session098,click
3/11/2024 11:40,/cart,user196,search,session098,page_view
3/11/2024 11:42,/checkout,user196,search,session098,page_view
3/11/2024 11:45,/thank-you,user196,search,session098,page_view
3/11/2024 11:50,/,user197,referral,session099,page_view
3/11/2024 11:55,/,user198,email,session100,page_view
3/11/2024 11:56,/newsletter-signup,user198,email,session100,page_view
3/11/2024 11:57,/newsletter-signup,user198,email,session100,click
3/11/2024 12:00,/thank-you-signup,user198,email,session100,page_view
3/11/2024 12:05,/,user101,direct,session101,page_view
3/11/2024 12:06,/account,user101,direct,session101,page_view
3/11/2024 12:08,/account/orders,user101,direct,session101,page_view
3/11/2024 12:10,/,user199,social,session102,page_view
3/11/2024 12:12,/blog,user199,social,session102,page_view
3/11/2024 12:15,/,user200,search,session103,page_view
3/11/2024 12:17,/about,user200,search,session103,page_view
3/11/2024 12:20,/contact,user200,search,session103,page_view
3/11/2024 12:21,/contact,user200,search,session103,click
3/11/2024 12:25,/,user201,direct,session104,page_view
3/11/2024 12:30,/,user202,social,session105,page_view
3/11/2024 12:32,/blog,user202,social,session105,page_view
3/11/2024 12:35,/,user203,search,session106,page_view
3/11/2024 12:37,/products,user203,search,session106,page_view
3/11/2024 12:40,/products/electronics,user203,search,session106,page_view
3/11/2024 12:42,/products/electronics/headphones,user203,search,session106,page_view
3/11/2024 12:45,/products/electronics/headphones/bluetooth,user203,search,session106,page_view
3/11/2024 12:46,/products/electronics/headphones/bluetooth,user203,search,session106,click
3/11/2024 12:50,/cart,user203,search,session106,page_view
3/11/2024 12:52,/checkout,user203,search,session106,page_view
3/11/2024 12:55,/thank-you,user203,search,session106,page_view
3/12/2024 8:00,/,user204,referral,session107,page_view
3/12/2024 8:05,/,user205,email,session108,page_view
3/12/2024 8:06,/special-offer,user205,email,session108,page_view
3/12/2024 8:07,/special-offer,user205,email,session108,click
3/12/2024 8:10,/cart,user205,email,session108,page_view
3/12/2024 8:12,/checkout,user205,email,session108,page_view
3/12/2024 8:15,/thank-you,user205,email,session108,page_view
3/12/2024 8:20,/,user206,search,session109,page_view
3/12/2024 8:25,/,user207,direct,session110,page_view
3/12/2024 8:27,/products,user207,direct,session110,page_view
3/12/2024 8:30,/,user208,social,session111,page_view
3/12/2024 8:32,/blog,user208,social,session111,page_view
3/12/2024 8:35,/blog/top-10-products,user208,social,session111,page_view
3/12/2024 8:40,/products,user208,social,session111,page_view
3/12/2024 8:45,/,user209,search,session112,page_view
3/12/2024 8:47,/faq,user209,search,session112,page_view
3/12/2024 8:50,/,user210,direct,session113,page_view
3/12/2024 8:55,/,user211,social,session114,page_view
3/12/2024 8:57,/blog,user211,social,session114,page_view
3/12/2024 9:00,/blog/recent-news,user211,social,session114,page_view
3/12/2024 9:05,/,user212,search,session115,page_view
3/12/2024 9:07,/products,user212,search,session115,page_view
3/12/2024 9:10,/products/home-goods,user212,search,session115,page_view
3/12/2024 9:12,/products/home-goods/appliances,user212,search,session115,page_view
3/12/2024 9:15,/products/home-goods/appliances/coffee-makers,user212,search,session115,page_view
3/12/2024 9:16,/products/home-goods/appliances/coffee-makers,user212,search,session115,click
3/12/2024 9:20,/cart,user212,search,session115,page_view
3/12/2024 9:22,/checkout,user212,search,session115,page_view
3/12/2024 9:25,/thank-you,user212,search,session115,page_view
3/12/2024 9:30,/,user213,referral,session116,page_view
3/12/2024 9:35,/,user214,email,session117,page_view
3/12/2024 9:36,/newsletter-signup,user214,email,session117,page_view
3/12/2024 9:37,/newsletter-signup,user214,email,session117,click
3/12/2024 9:40,/thank-you-signup,user214,email,session117,page_view
3/12/2024 9:45,/,user215,search,session118,page_view
3/12/2024 9:50,/,user216,direct,session119,page_view
3/12/2024 9:52,/products,user216,direct,session119,page_view
3/12/2024 9:55,/,user217,social,session120,page_view
3/12/2024 9:57,/blog,user217,social,session120,page_view
3/12/2024 10:00,/,user218,search,session121,page_view
3/12/2024 10:02,/contact,user218,search,session121,page_view
3/12/2024 10:03,/contact,user218,search,session121,click
3/12/2024 10:05,/,user219,direct,session122,page_view
3/12/2024 10:10,/,user220,social,session123,page_view
3/12/2024 10:12,/blog,user220,social,session123,page_view
3/12/2024 10:15,/,user221,search,session124,page_view
3/12/2024 10:17,/products,user221,search,session124,page_view
3/12/2024 10:20,/products/electronics,user221,search,session124,page_view
3/12/2024 10:22,/products/electronics/tablets,user221,search,session124,page_view
3/12/2024 10:25,/,user222,referral,session125,page_view
3/12/2024 10:30,/,user223,email,session126,page_view
3/12/2024 10:31,/special-offer,user223,email,session126,page_view
3/12/2024 10:32,/special-offer,user223,email,session126,click
3/12/2024 10:35,/cart,user223,email,session126,page_view
3/12/2024 10:37,/checkout,user223,email,session126,page_view
3/12/2024 10:40,/thank-you,user223,email,session126,page_view
3/12/2024 10:45,/,user104,referral,session127,page_view
3/12/2024 10:46,/products,user104,referral,session127,page_view
3/12/2024 10:48,/products/electronics,user104,referral,session127,page_view
3/12/2024 10:50,/products/electronics/cameras,user104,referral,session127,page_view
3/12/2024 10:51,/products/electronics/cameras,user104,referral,session127,click
3/12/2024 10:55,/cart,user104,referral,session127,page_view
3/12/2024 10:57,/checkout,user104,referral,session127,page_view
3/12/2024 11:00,/thank-you,user104,referral,session127,page_view
3/12/2024 11:05,/,user224,search,session128,page_view
3/12/2024 11:10,/,user225,direct,session129,page_view
3/12/2024 11:12,/about,user225,direct,session129,page_view
3/12/2024 11:15,/,user226,social,session130,page_view
3/12/2024 11:17,/blog,user226,social,session130,page_view
3/12/2024 11:20,/blog/tech-news,user226,social,session130,page_view
3/12/2024 11:25,/,user227,search,session131,page_view
3/12/2024 11:27,/products,user227,search,session131,page_view
3/12/2024 11:30,/products/clothing,user227,search,session131,page_view
3/12/2024 11:32,/products/clothing/accessories,user227,search,session131,page_view
3/12/2024 11:35,/,user228,referral,session132,page_view
3/12/2024 11:40,/,user229,email,session133,page_view
3/12/2024 11:41,/newsletter-signup,user229,email,session133,page_view
3/12/2024 11:42,/newsletter-signup,user229,email,session133,click
3/12/2024 11:45,/thank-you-signup,user229,email,session133,page_view
3/12/2024 11:50,/,user230,search,session134,page_view
3/12/2024 11:55,/,user231,direct,session135,page_view
3/12/2024 11:57,/products,user231,direct,session135,page_view
3/12/2024 12:00,/products/home-goods,user231,direct,session135,page_view
3/12/2024 12:05,/,user232,social,session136,page_view
3/12/2024 12:07,/blog,user232,social,session136,page_view
3/12/2024 12:10,/,user233,search,session137,page_view
3/12/2024 12:12,/faq,user233,search,session137,page_view
3/12/2024 12:15,/,user234,direct,session138,page_view
3/12/2024 12:20,/,user235,social,session139,page_view
3/12/2024 12:22,/blog,user235,social,session139,page_view
3/12/2024 12:25,/,user236,search,session140,page_view
3/12/2024 12:27,/products,user236,search,session140,page_view
3/12/2024 12:30,/products/electronics,user236,search,session140,page_view
3/12/2024 12:32,/products/electronics/accessories,user236,search,session140,page_view
3/12/2024 12:35,/products/electronics/accessories/chargers,user236,search,session140,page_view
3/12/2024 12:36,/products/electronics/accessories/chargers,user236,search,session140,click
3/12/2024 12:40,/cart,user236,search,session140,page_view
3/12/2024 12:42,/checkout,user236,search,session140,page_view
3/12/2024 12:45,/thank-you,user236,search,session140,page_view
3/12/2024 12:50,/,user237,referral,session141,page_view
3/12/2024 12:55,/,user238,email,session142,page_view
3/12/2024 12:56,/special-offer,user238,email,session142,page_view
3/12/2024 12:57,/special-offer,user238,email,session142,click
3/12/2024 13:00,/cart,user238,email,session142,page_view
3/12/2024 13:02,/checkout,user238,email,session142,page_view
3/12/2024 13:05,/thank-you,user238,email,session142,page_view
3/12/2024 13:10,/,user239,search,session143,page_view
3/12/2024 13:15,/,user240,direct,session144,page_view
3/12/2024 13:17,/products,user240,direct,session144,page_view
3/12/2024 13:20,/,user241,social,session145,page_view
3/12/2024 13:22,/blog,user241,social,session145,page_view
3/12/2024 13:25,/,user242,search,session146,page_view
3/12/2024 13:27,/contact,user242,search,session146,page_view
3/12/2024 13:28,/contact,user242,search,session146,click
3/12/2024 13:30,/,user243,direct,session147,page_view
3/12/2024 13:35,/,user244,social,session148,page_view
3/12/2024 13:37,/blog,user244,social,session148,page_view
3/12/2024 13:40,/blog/recent-news,user244,social,session148,page_view
3/12/2024 13:45,/,user245,search,session149,page_view
3/12/2024 13:47,/products,user245,search,session149,page_view
3/12/2024 13:50,/products/home-goods,user245,search,session149,page_view
3/12/2024 13:52,/products/home-goods/furniture,user245,search,session149,page_view
3/12/2024 13:55,/,user246,referral,session150,page_view
3/12/2024 14:00,/,user247,email,session151,page_view
3/12/2024 14:01,/newsletter-signup,user247,email,session151,page_view
3/12/2024 14:02,/newsletter-signup,user247,email,session151,click
3/12/2024 14:05,/thank-you-signup,user247,email,session151,page_view
